"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MYSQTN3X","journalArticle","2017","Augustine, David J.; Derner, Justin D.; Milchunas, Daniel; Blumenthal, Dana; Porensky, Lauren M.","Grazing moderates increases in C <sub>3</sub> grass abundance over seven decades across a soil texture gradient in shortgrass steppe","Journal of Vegetation Science","","1100-9233, 1654-1103","10.1111/jvs.12508","https://onlinelibrary.wiley.com/doi/10.1111/jvs.12508","Abstract                            Questions               How does long‐term exclusion of cattle grazing influence plant community composition in a semi‐arid grassland? Can spatial variation in the effects of cattle grazing exclusion be explained by variation in soil texture?                                         Location                                Shortgrass steppe, northeast Colorado,                 USA                 , in the North American Great Plains.                                                        Method               We used 16 long‐term (72 yr) cattle exclosures to examine the effects of grazers on plant communities and evaluate whether grazer effects interact with soil texture.                                         Results                                Although shortgrass steppe communities are relatively unaffected by grazing in the short‐term (one to two decades), exclusion of cattle grazing for seven decades caused a compositional shift from dominance by a C                 4                 shortgrass (                 Bouteloua gracilis                 ) to co‐dominance by a C                 3                 midgrass (                 Pascopyrum smithii                 ) and                 B. gracilis                 . The strength of this shift was highly variable across sites. Soil texture was correlated with the abundance of certain plant species, but did not explain variation in the magnitude of grazer effects. Grazed communities contained perennial and annual growth forms with a diversity of strategies to co‐exist with grazers and                 B. gracilis                 . Ungrazed communities included increased abundance of annual, ruderal forbs and three woody plant species. Grazing effects occurred against a backdrop of changing plant communities: during the past seven decades, C                 3                 perennial graminoids and sub‐shrubs have increased in relative abundance in both grazed and ungrazed communities.                                                        Conclusions                                Our long‐term experiment shows that community responses to grazing in this semi‐arid grassland occur very slowly, but are predictable, with C                 4                 shortgrasses eventually giving way to taller C                 3                 grasses and ruderal forbs. Spatial variation in grazing effects across sites (and lack of a relationship with soil texture) may reflect the importance of fine‐scale heterogeneity in C                 3                 grass abundance, and the slow rate at which taller C                 3                 grasses can coalesce into mono‐dominant patches that outcompete C                 4                 shortgrasses. Increased abundance of C                 3                 species over the past seven decades, both in the presence and absence of grazing, may be related to recovery from the severe drought and dust storms of the 1930s as well as enhanced growth of C                 3                 plants under increasing atmospheric [                 CO                 2                 ].","2017-05","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:12:02","562-572","","3","28","","J Vegetation Science","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#am","","","","DOI.org (Crossref)","","","","","","","","Schmidtlein, Sebastian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RK64ZYJS","journalArticle","2006","Bradford, John B.; Lauenroth, William K.; Burke, Ingrid C.; Paruelo, Jose M.","The Influence of Climate, Soils, Weather, and Land Use on Primary Production and Biomass Seasonality in the US Great Plains","Ecosystems","","1432-9840, 1435-0629","10.1007/s10021-004-0164-1","http://link.springer.com/10.1007/s10021-004-0164-1","","2006-09","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:12:05","934-950","","6","9","","Ecosystems","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\W9G9PSSU\Bradford et al. - 2006 - The Influence of Climate, Soils, Weather, and Land.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5W8JIHZV","journalArticle","1997","Dodd, M. B.; Lauenroth, W. K.","[No title found]","Plant Ecology","","13850237","10.1023/A:1009759421640","http://link.springer.com/10.1023/A:1009759421640","","1997","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:12:08","13-28","","1","133","","","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\IEKGXNCV\Dodd and Lauenroth - 1997 - [No title found].pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDXYTXWC","journalArticle","2024","Brown, Renée F.; Collins, Scott L.","Revisiting the bucket model: Long‐term effects of rainfall variability and nitrogen enrichment on net primary production in a desert grassland","Journal of Ecology","","0022-0477, 1365-2745","10.1111/1365-2745.14258","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2745.14258","Abstract                                                                The predicted intensification of the North American Monsoon is expected to alter growing season rainfall patterns in the southwestern United States. These patterns, which have historically been characterized by frequent small rain events, are anticipated to shift towards a more extreme precipitation regime consisting of fewer, but larger rain events. Furthermore, human activities are contributing to increased atmospheric nitrogen deposition throughout this dryland region.                                                     Alterations in rainfall size and frequency, along with changes in nitrogen availability, are likely to have significant consequences for above‐ground net primary production (ANPP) and plant community dynamics in drylands. The conceptual bucket model predicts that a shift towards fewer, but larger rain events could promote greater rates of ANPP in these regions by maintaining soil moisture availability above drought stress thresholds for longer periods during the growing season. However, only a few short‐term studies have tested this hypothesis, and none have explored the interaction between altered rainfall patterns and nitrogen enrichment.                                                     To address this knowledge gap, we conducted a 14‐year rainfall addition and nitrogen fertilization experiment in a northern Chihuahuan Desert grassland to explore the long‐term impacts of changes in monsoon rainfall size and frequency, along with chronic nitrogen enrichment, on ANPP (measured as peak biomass) and plant community dynamics.                                                     Contrary to bucket model predictions, small frequent rain events promoted comparable rates of ANPP to large infrequent rain events in the absence of nitrogen enrichment. It was only when nitrogen limitation was alleviated that large infrequent rain events resulted in the greatest ANPP. Furthermore, we found that nitrogen enrichment had the greatest impact on plant community composition under the small frequent rainfall regime.                                                                          Synthesis                     . Our long‐term field experiment highlights limitations of the bucket model by demonstrating that water and nitrogen availability sequentially limit dryland ecological processes. Specifically, our findings suggest that while water availability is the primary limiting factor for above‐ground net primary production in these ecosystems, nitrogen limitation becomes increasingly important when water is not limiting. Moreover, our findings reveal that small frequent rain events play an important but underappreciated role in driving dryland ecosystem dynamics.","2024-03","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:12:11","629-641","","3","112","","Journal of Ecology","Revisiting the bucket model","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\HYBK7VJJ\Brown and Collins - 2024 - Revisiting the bucket model Long‐term effects of .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GPGBQAX2","journalArticle","2012","Ruppert, Jan C.; Holm, Alexander; Miehe, Sabine; Muldavin, Esteban; Snyman, Hennie A.; Wesche, Karsten; Linstädter, Anja","Meta‐analysis of <span style=""font-variant:small-caps;"">ANPP</span> and rain‐use efficiency confirms indicative value for degradation and supports non‐linear response along precipitation gradients in drylands","Journal of Vegetation Science","","1100-9233, 1654-1103","10.1111/j.1654-1103.2012.01420.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1654-1103.2012.01420.x","Abstract                            Questions                                In drylands                 above‐ground net primary production                 (                 ANPP                 ) and                 rain‐use efficiency                 (                 RUE                 ) are common ecological indicators for assessing ecosystem state, including degradation and supply of key ecosystem services. However, both indicators have been criticized as ‘lumped’ parameters, since they aggregate complex information. Their value as ecological parameters in decision‐making and their use in ecological modelling therefore have been challenged and their explanatory power remains unclear. Furthermore, there is no consensus about the response of                 ANPP                 and                 RUE                 along precipitation gradients.                                                        Methods                                Taking advantage of several long‐term studies in (semi‐)arid environments where                 ANPP                 and                 RUE                 were recorded, we compiled a data set of 923 yr. We used meta‐analysis to disentangle the effects of different ecological layers (climate, soil and land use) on                 ANPP                 and                 RUE                 . Linear piece‐wise quantile regression (                 LPQR                 ) was used to analyse the response of maximum and median                 ANPP                 and                 RUE                 as functions of precipitation. We assumed that looking at maximum response (instead of ‘average’ response) stratified for land‐use intensity was an ecologically more plausible way to understand                 ANPP                 constrained by precipitation and land use.                                                        Results                                We separated the impact of different environmental factors into distinct, quantitative effect sizes with the aid of meta‐analyses.                 ANPP                 was affected by recent and previous precipitation, land use, soil and biome.                 LPQR                 revealed that both parameters displayed several sequential linear intersects, which together formed a unimodal trend, peaking around precipitation of 200 mm yr                 −1                 . Unimodal response was more pronounced for maximum values (                 ANPP                 max                 ,                 RUE                 max                 ) than for median values. Peak                 ANPP                 max                 and                 RUE                 max,                 as well as post‐peak decline (>200 mm yr                 −1                 ) were affected by land use: higher land‐use intensity decreased intercepts and increases post‐peak decline.                                                        Conclusions                                Our results have important consequences for the use of                 RUE                 as an ecosystem indicator and a tool in ecosystem monitoring and decision‐making. Most importantly, grasslands, shrublands and savannas significantly differ in their primary production, with a biome‐specific importance of precipitation, land use and previous year's precipitation. We thus propose to establish biome‐specific reference values of maximum and average                 RUE                 . Our study also contributes to reconcile contradictory findings for                 ANPP                 and                 RUE                 response along precipitation gradients of varying length.","2012-12","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:12:14","1035-1050","","6","23","","J Vegetation Science","Meta‐analysis of <span style=""font-variant","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","Ward, David","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GD3SNQWB","journalArticle","2016","Gamoun, Mouldi","Rain Use Efficiency, Primary Production and Rainfall Relationships in Desert Rangelands of Tunisia","Land Degradation & Development","","1085-3278, 1099-145X","10.1002/ldr.2418","https://onlinelibrary.wiley.com/doi/10.1002/ldr.2418","Abstract                            Desert rangelands are characterised by low and highly variable rainfall regime, low forage production and high heterogeneity in the distribution of natural resources. This study was carried out in the desert rangelands of Tunisia to evaluate the response of different rangelands to annual rainfall in terms of aboveground net primary production (ANPP) and rain use efficiency over a 10‐year period (2003–2012). In general, ANPP values were relatively low (123 kg DM ha               −1                y               −1               ) but would tend to increase with increasing annual rainfall for all rangeland types. The highest value of ANPP was observed from               Stipagrostis pungens               and               Hammada shmittiana               communities (sandy‐soil) during the wet year 2011. In contrast, rain use efficiency tends to decline with the highest annual rainfall and varies among rangeland types and with an average of 1·9 kg DM ha               −1                mm               −1                y               −1               . Rain use efficiency tended to be higher during dry years and lower during wet years and tended to be higher on               S. pungens               and               H. shmittiana               (sandy‐soils) and lower on               Helianthemum kahiricum               (loamy soils). Therefore, understanding how rainfall affects productivity in rangelands is critical for predicting the impact of land degradation on the functioning of these ecosystems. It can be used to explain production decline associated with desertification as well as to assess rangeland conditions. Copyright © 2015 John Wiley & Sons, Ltd.","2016-04","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:12:17","738-747","","3","27","","Land Degrad Dev","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2Z2UPASL","journalArticle","2021","Gagnon, Alyson; Ploughe, Laura W; Harris, Michelle P; Gardner, Wendy C; Pypker, Thomas; Fraser, Lauchlan H","Grassland reclamation of a copper mine tailings facility: Long‐term effects of biosolids on plant community responses","Applied Vegetation Science","","1402-2001, 1654-109X","10.1111/avsc.12612","https://onlinelibrary.wiley.com/doi/10.1111/avsc.12612","Abstract                            Aim               We explore long‐term plant community responses 17 years after a one‐time application of biosolids (0, 50, 100, 150, 200, 250 dry Mg/ha) to determine: (a) whether the land application of biosolids on mine tailings, seeded with an agronomic grass‐legume mixture, affects long‐term plant community responses; (b) how application rates and soil texture influenced plant community responses and community structure; and (c) whether native plant species have colonized and contributed to the reclaimed plant community.                                         Location               Two tailings deposits (sand and silt loam) generated by a copper–molybdenum (Cu–Mo) mine in southern British Columbia, Canada.                                         Methods               Plant communities were sampled by visual evaluation of cover percentage to the lowest taxonomic level possible. Vegetation surveys were completed on two mine tailings deposits within the storage facility that have different soil textures (sand and silt loam).                                         Results               Results showed that the interaction of biosolids applications and soil texture impacted multiple community plant responses, including increasing plant cover at both sites, and increasing richness, evenness and diversity at the sandy site. Biosolids application enhanced the performance of spontaneously established species (volunteer species) and non‐native/naturalized grasses.                                         Conclusion               Our study demonstrated that biosolids application facilitates ecological succession by enhancing the establishment of non‐native volunteer species over the long term, which increases vegetative cover on both deposits and promotes plant communities’ diversity on sites with sandy soil texture.","2021-10","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:12:23","e12612","","4","24","","Applied Vegetation Science","Grassland reclamation of a copper mine tailings facility","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","Hölzel, Norbert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4LCVTEIS","thesis","2020","Aney, Gjertrud E.","Landscape-Scale Modeling of Drought-and Insect-Related Tree Mortality in Northern New Mexico","","","","","https://search.proquest.com/openview/c12b7dea20cfedc33f4f674255e61ce8/1?pq-origsite=gscholar&cbl=18750&diss=y","","2020","2024-10-06 18:12:26","2024-10-06 18:12:26","2024-10-06 18:12:26","","","","","","","","","","","","New Mexico State University","","","","Master's Thesis","","","Google Scholar","","","","C:\Users\rache\Zotero\storage\9SV39R2Q\intermediateredirectforezproxy.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RTWBV488","journalArticle","2023","Lichter-Marck, Isaac H.; Baldwin, Bruce G.","Edaphic specialization onto bare, rocky outcrops as a factor in the evolution of desert angiosperms","Proceedings of the National Academy of Sciences","","0027-8424, 1091-6490","10.1073/pnas.2214729120","https://pnas.org/doi/10.1073/pnas.2214729120","Understanding the processes that enable organisms to shift into more arid environments as they emerge is critical for gauging resilience to climate change, yet these forces remain poorly known. In a comprehensive clade-based study, we investigate recent shifts into North American deserts in the rock daisies (tribe Perityleae), a diverse tribe of desert sunflowers (Compositae). We sample rock daisies across two separate contact zones between tropical deciduous forest and desert biomes in western North America and infer a time-calibrated phylogeny based on target capture sequence data. We infer biome shifts using Bayesian inference with paleobiome-informed models and find evidence for seven independent shifts into desert habitats since the onset of aridification in the late Miocene. The earliest shift occurred out of tropical deciduous forests and led to an extensive radiation throughout North American deserts that accounts for the majority of extant desert rock daisies. Estimates of life history and micro-habitat in the rock daisies reveal a correlation between a suffrutescent perennial life history and edaphic endemism onto rocky outcrops, an ecological specialization that evolved prior to establishment and diversification in deserts. That the insular radiation of desert rock daisies stemmed from ancestors preadapted for dry conditions as edaphic endemics in otherwise densely vegetated tropical deciduous forests in northwest Mexico underscores the crucial role of exaptation and dispersal for shifts into arid environments.","2023-02-07","2024-10-06 18:14:57","2024-10-06 18:14:57","2024-10-06 18:13:55","e2214729120","","6","120","","Proc. Natl. Acad. Sci. U.S.A.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\QR9MQJPY\Lichter-Marck and Baldwin - 2023 - Edaphic specialization onto bare, rocky outcrops a.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUFBSCLL","journalArticle","","臧永新; 马剑英; 周晓兵; 陶冶; 尹本丰","极端干旱和降水对沙垄不同坡向坡位短命植物地上生产力的影响","植物生态学报","","","","https://www.plant-ecology.com/CN/Y2022/V46/I12/1537","","","2024-10-06 18:14:57","2024-10-06 18:14:57","2024-10-06 18:14:03","1537","","12","46","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\rache\Zotero\storage\2W5WS94D\臧永新 et al. - 极端干旱和降水对沙垄不同坡向坡位短命植物地上生产力的影响.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34GWZWPM","journalArticle","2008","Weng, Ensheng; Luo, Yiqi","Soil hydrological properties regulate grassland ecosystem responses to multifactor global change: A modeling analysis","Journal of Geophysical Research: Biogeosciences","","0148-0227","10.1029/2007JG000539","https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2007JG000539","We conducted a modeling study to evaluate how soil hydrological properties regulate water and carbon dynamics of grassland ecosystems in response to multifactor global change. We first calibrated a process‐based terrestrial ecosystem (TECO) model against data from two experiments with warming and clipping or doubled precipitation in Great Plains. The calibrated model was used to simulate responses of soil moisture, evaporation, transpiration, runoff, net primary production (NPP), ecosystem respiration (R               h               ), and net ecosystem production (NEP) to changes in precipitation amounts and intensity, increased temperature, and elevated atmospheric [CO               2               ] along a soil texture gradient (sand, sandy loam, loam, silt loam, and clay loam). Soil available water capacity (AWC), which is the difference between field capacity and wilting point, was used as the index to represent soil hydrological properties of the five soil texture types. Simulation results showed that soil AWC altered partitioning of precipitation among runoff, evaporation, and transpiration, and consequently regulated ecosystem responses to global environmental changes. The fractions of precipitation that were used for evaporation and transpiration increased with soil AWC but decreased for runoff. High AWC could greatly buffer water stress during long drought periods, particularly after a large rainfall event. NPP, R               h               , and NEP usually increased with AWC under ambient and 50% increased precipitation scenarios. With the halved precipitation amount, NPP, R               h               , and NEP only increased from 7% to 7.5% of AWC followed by declines. Warming and CO               2               effects on soil moisture, evapotranspiration, and runoff were magnified by soil AWC. Regulatory patterns of AWC on responses of NPP, R               h               , and NEP to warming were complex. In general, CO               2               effects on NPP, R               h               , and NEP increased with soil AWC. Our results indicate that variations in soil texture may be one of the major causes underlying variable responses of ecosystems to global changes observed from different experiments.","2008-09","2024-10-06 18:14:57","2024-10-06 18:14:57","2024-10-06 18:14:03","2007JG000539","","G3","113","","J. Geophys. Res.","Soil hydrological properties regulate grassland ecosystem responses to multifactor global change","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"976EADGJ","journalArticle","2019","Sanaei, Anvar; Li, Mingshi; Ali, Arshad","Topography, grazing, and soil textures control over rangelands' vegetation quantity and quality","Science of the total environment","","","","https://www.sciencedirect.com/science/article/pii/S0048969719341300","","2019","2024-10-06 18:14:57","2024-10-06 18:14:57","2024-10-06 18:14:06","134153","","","697","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\rache\Zotero\storage\47NVEEMS\S0048969719341300.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63N997VF","journalArticle","1997","Burke, Ingrid C.; Lauenroth, William K.; Parton, William J.","REGIONAL AND TEMPORAL VARIATION IN NET PRIMARY PRODUCTION AND NITROGEN MINERALIZATION IN GRASSLANDS","Ecology","","0012-9658","10.1890/0012-9658(1997)078[1330:RATVIN]2.0.CO;2","http://doi.wiley.com/10.1890/0012-9658(1997)078[1330:RATVIN]2.0.CO;2","","1997-07","2024-10-06 18:14:57","2024-10-06 18:14:57","2024-10-06 18:14:06","1330-1340","","5","78","","Ecology","","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1.1","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\STYZQQE4\Burke et al. - 1997 - REGIONAL AND TEMPORAL VARIATION IN NET PRIMARY PRO.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L4KSNLPD","journalArticle","2022","Veblen, Kari E.; Nehring, Kyle C.; Duniway, Michael C.; Knight, Anna; Monaco, Thomas A.; Schupp, Eugene W.; Boettinger, Janis L.; Villalba, Juan J.; Fick, Stephen; Brungard, Colby; Thacker, Eric","Soil depth and precipitation moderate soil textural effects on seedling survival of a foundation shrub species","Restoration Ecology","","1061-2971, 1526-100X","10.1111/rec.13700","https://onlinelibrary.wiley.com/doi/10.1111/rec.13700","In drylands, there is a need for controlled experiments over multiple planting years to examine how woody seedlings respond to soil texture and the potentially interactive effects of soil depth and precipitation. Understanding how multiple environmental factors interactively influence plant establishment is critical to restoration ecology and in this case to broadscale restoration efforts in western U.S. drylands dominated by big sagebrush (               Artemisia tridentata               ). We planted sagebrush seedlings across a range of soil textures and depths in the southern portion of the species' range, on the Colorado Plateau, USA. We evaluated survival of repeated plantings of caged and uncaged seedlings over 2 years across 20 plots in wet versus average precipitation years at one site, and examined broader patterns of sagebrush seedling survival during an average precipitation year in 56 plots across four sites. First‐year survival was >9× higher under wet than average precipitation. Under favorable (wet) conditions, early sagebrush seedling survival was highest on coarser soils, especially those that also had a shallower restrictive layer (e.g. 50–100 cm). Under average precipitation, soil texture and depth effects on survival of newly planted seedlings were much weaker, but older (>1 year) seedlings benefitted from growing on coarser‐textured soils. It may be possible to increase survival by sheltering seedlings with small mesh cages, which likely improve moisture availability. Our results provide new insights into environmental factors that limit woody seedling survival in drylands and illustrate that planting in wet years and incorporating detailed soil setting information could increase survival of sagebrush seedlings in restoration projects.","2022-08","2024-10-06 18:14:57","2024-10-06 18:14:57","2024-10-06 18:14:09","e13700","","6","30","","Restoration Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8T9EMW57","journalArticle","2020","Duncan, Corrine; Good, Megan K.; Sluiter, Ian; Cook, Simon; Schultz, Nick L.","Soil reconstruction after mining fails to restore soil function in an Australian arid woodland","Restoration Ecology","","1061-2971, 1526-100X","10.1111/rec.13166","https://onlinelibrary.wiley.com/doi/10.1111/rec.13166","The biogeochemical properties of soils drive ecosystem function and vegetation dynamics, and hence soil restoration after mining should aim to reinstate the soil properties and hydrological dynamics of remnant ecosystems. The aim of this study is to assess soil structure in two vegetation types in an arid ecosystem, and to understand how these soil properties compare to a reconstructed soil profile after mining. In an arid ecosystem in southeast Australia, soil samples were collected at five depths (to 105 cm) from remnant woodland and shrubland sites, and sites either disturbed or totally reconstructed after mining. We assessed soil physico‐chemical properties and microbial activity. Soils in the remnant arid ecosystem had coarse‐textured topsoils that overlay clay horizons, which allows water to infiltrate and avoid evaporation, but also slows drainage to deeper horizons. Conversely, reconstructed soils had high sand content at subsoil horizons and high bulk density and compaction at surface layers (0–20 cm). Reconstructed soils had topsoils with higher pH and electrical conductivity. The reconstructed soils did not show increased microbial activity with time since restoration. Overall, the reconstructed soil horizons were not organized in a way that allowed rainfall infiltration and water storage, as is imperative to arid‐zone ecosystem function. Future restoration efforts in arid ecosystems should focus on increasing sand content of soils near the surface, to reduce evaporative water loss and improve soil quality and plant health.","2020-06","2024-10-06 18:14:57","2024-10-06 18:14:57","2024-10-06 18:14:15","","","S1","28","","Restoration Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\3YMWJP7A\Duncan et al. - 2020 - Soil reconstruction after mining fails to restore .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVYKHFFU","journalArticle","2024","Feldman, Andrew F.; Feng, Xue; Felton, Andrew J.; Konings, Alexandra G.; Knapp, Alan K.; Biederman, Joel A.; Poulter, Benjamin","Plant responses to changing rainfall frequency and intensity","Nature Reviews Earth & Environment","","","","https://www.nature.com/articles/s43017-024-00534-0","","2024","2024-10-06 18:14:57","2024-10-06 18:14:57","2024-10-06 18:14:18","1–19","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Nature Publishing Group UK London","","C:\Users\rache\Zotero\storage\QJ3A6HBB\Feldman et al. - 2024 - Plant responses to changing rainfall frequency and.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8YPQYDD7","journalArticle","2014","Thomey, Michell L.; Collins, Scott L.; Friggens, Michael T.; Brown, Renee F.; Pockman, William T.","Effects of monsoon precipitation variability on the physiological response of two dominant C4 grasses across a semiarid ecotone","Oecologia","","0029-8549, 1432-1939","10.1007/s00442-014-3052-1","http://link.springer.com/10.1007/s00442-014-3052-1","","2014-11","2024-10-06 18:14:57","2024-10-06 18:14:57","2024-10-06 18:14:18","751-762","","3","176","","Oecologia","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\VMW3YUJY\Thomey et al. - 2014 - Effects of monsoon precipitation variability on th.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QA7AHGDW","bookSection","1991","Gosz, James R.","Fundamental Ecological Characteristics of Landscape Boundaries","Ecotones","978-1-4615-9688-2 978-1-4615-9686-8","","","http://link.springer.com/10.1007/978-1-4615-9686-8_2","","1991","2024-10-06 18:14:57","2024-10-06 18:14:57","2024-10-06 18:14:21","8-30","","","","","","","","","","","Springer US","Boston, MA","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-1-4615-9686-8_2","","","","","","Holland, Marjorie M.; Risser, Paul G.; Naiman, Robert J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L79G8KBR","journalArticle","2016","Tietjen, Britta","Same rainfall amount different vegetation—how environmental conditions and their interactions influence savanna dynamics","Ecological Modelling","","","","https://www.sciencedirect.com/science/article/pii/S0304380015002628","","2016","2024-10-06 18:14:57","2024-10-06 18:14:57","2024-10-06 18:14:30","13–22","","","326","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\rache\Zotero\storage\2KR5NQYB\S0304380015002628.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YRVJWUY9","bookSection","1992","Gosz, James R.","Ecological Functions in a Biome Transition Zone: Translating Local Responses to Broad-Scale Dynamics","Landscape Boundaries","978-1-4612-7677-7 978-1-4612-2804-2","","","http://link.springer.com/10.1007/978-1-4612-2804-2_3","","1992","2024-10-06 18:14:57","2024-10-06 18:14:57","2024-10-06 18:14:30","55-75","","","92","","","Ecological Functions in a Biome Transition Zone","","","","","Springer New York","New York, NY","","","","","","DOI.org (Crossref)","","Series Title: Ecological Studies DOI: 10.1007/978-1-4612-2804-2_3","","","","","","Hansen, Andrew J.; Di Castri, Francesco","Billings, W. D.; Golley, F.; Lange, O. L.; Olson, J. S.; Remmert, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PG86VQK7","journalArticle","1990","Coughenour, Michael B.; Coppock, David L.; Ellis, James E.","Herbaceous forage variability in an arid pastoral region of Kenya: importance of topographic and rainfall gradients","Journal of Arid Environments","","","","https://www.sciencedirect.com/science/article/pii/S0140196318308139","","1990","2024-10-06 18:14:57","2024-10-06 18:14:57","2024-10-06 18:14:33","147–159","","2","19","","","Herbaceous forage variability in an arid pastoral region of Kenya","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\rache\Zotero\storage\8YIJ7WGS\S0140196318308139.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
