"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"33HF64GR","journalArticle","2023","Havrilla, Caroline A.; Bradford, John B.; Yackulic, Charles B.; Munson, Seth M.","Divergent climate impacts on <span style=""font-variant:small-caps;""> C <sub>3</sub> </span> versus <span style=""font-variant:small-caps;""> C <sub>4</sub> </span> grasses imply widespread 21st century shifts in grassland functional composition","Diversity and Distributions","","1366-9516, 1472-4642","10.1111/ddi.13669","https://onlinelibrary.wiley.com/doi/10.1111/ddi.13669","Abstract                            Aim                                Grasslands cover a third of Earth's landmass and provide critical ecosystem services. Anticipating how perennial C                 3                 (cool‐season) and C                 4                 (warm‐season) grasses respond to climate change will be key to predicting future composition and functioning of grasslands. Here, we evaluate environmental drivers of C                 3                 and C                 4                 perennial distributions and assess how C                 3                 and C                 4                 grass distributions shift in response to future climate change.                                                        Location               Western United States.                                         Methods                                We developed integrated species distribution models to identify climate and soil drivers of relative abundance of C                 3                 and C                 4                 perennial grasses. We then created projections of species abundances under future climate and evaluated when and where projected shifts in relative abundance were robust across climate models.                                                        Results                                Historically, C                 3                 grasses occupied areas with lower temperature and more variable precipitation regimes, while C                 4                 grasses occupied areas of higher temperature, greater temperature variability and greater warm‐season precipitation. C                 4                 species also occupied narrower soil texture niches. In response to future climate change, C                 3                 grass abundance declined across 74% of areas, while C                 4                 abundance increased across 66% of areas. C                 3                 grasses expanded in mid‐ to higher‐latitude areas with increasing temperature and decreasing seasonality of precipitation. In contrast, C                 4                 grasses increased in higher‐latitude regions, but declined in lower‐latitude, dryer regions. Results were surprisingly robust across climate scenarios, suggesting high confidence in the direction of these future changes.                                                        Main Conclusions                                Findings imply C                 3                 and C                 4                 perennial grasses will have highly divergent responses to climate change that may result in grassland functional compositional changes. Increasing temperatures and precipitation variability may favour some C                 4                 grasses, but C                 4                 habitat expansion may be constrained by soil conditions in western USA. Results provide actionable insights for anticipating the impacts of climate change on grass‐dominated and co‐dominated ecosystems and improving large‐scale conservation and restoration efforts.","2023-03","2024-10-05 12:22:49","2024-10-05 12:22:49","2024-10-05 12:22:10","379-394","","3","29","","Diversity and Distributions","Divergent climate impacts on <span style=""font-variant","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\VTEVJWCZ\Havrilla et al. - 2023 - Divergent climate impacts on span style=font-var.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNM6UPBQ","journalArticle","1995","Burgess, Tony L.","Desert grassland, mixed shrub savanna, shrub steppe, or semidesert scrub","The desert grassland","","","","https://books.google.com/books?hl=en&lr=&id=OXu7EAAAQBAJ&oi=fnd&pg=PA31&dq=%22inverse+texture%22+OR+%22inverse-texture%22&ots=1R2jiGNFzF&sig=LMOBC5edFp1dkeuAgb7HSNHCHXM","","1995","2024-10-05 12:22:49","2024-10-05 12:22:49","2024-10-05 12:22:13","31–67","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: University of Arizona Press Tucson, AZ, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N2EGJAD8","journalArticle","2022","Veblen, Kari E.; Nehring, Kyle C.; Duniway, Michael C.; Knight, Anna; Monaco, Thomas A.; Schupp, Eugene W.; Boettinger, Janis L.; Villalba, Juan J.; Fick, Stephen; Brungard, Colby; Thacker, Eric","Soil depth and precipitation moderate soil textural effects on seedling survival of a foundation shrub species","Restoration Ecology","","1061-2971, 1526-100X","10.1111/rec.13700","https://onlinelibrary.wiley.com/doi/10.1111/rec.13700","In drylands, there is a need for controlled experiments over multiple planting years to examine how woody seedlings respond to soil texture and the potentially interactive effects of soil depth and precipitation. Understanding how multiple environmental factors interactively influence plant establishment is critical to restoration ecology and in this case to broadscale restoration efforts in western U.S. drylands dominated by big sagebrush (               Artemisia tridentata               ). We planted sagebrush seedlings across a range of soil textures and depths in the southern portion of the species' range, on the Colorado Plateau, USA. We evaluated survival of repeated plantings of caged and uncaged seedlings over 2 years across 20 plots in wet versus average precipitation years at one site, and examined broader patterns of sagebrush seedling survival during an average precipitation year in 56 plots across four sites. First‐year survival was >9× higher under wet than average precipitation. Under favorable (wet) conditions, early sagebrush seedling survival was highest on coarser soils, especially those that also had a shallower restrictive layer (e.g. 50–100 cm). Under average precipitation, soil texture and depth effects on survival of newly planted seedlings were much weaker, but older (>1 year) seedlings benefitted from growing on coarser‐textured soils. It may be possible to increase survival by sheltering seedlings with small mesh cages, which likely improve moisture availability. Our results provide new insights into environmental factors that limit woody seedling survival in drylands and illustrate that planting in wet years and incorporating detailed soil setting information could increase survival of sagebrush seedlings in restoration projects.","2022-08","2024-10-05 12:22:49","2024-10-05 12:22:49","2024-10-05 12:22:13","e13700","","6","30","","Restoration Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AWXI93LB","journalArticle","2020","Duncan, Corrine; Good, Megan K.; Sluiter, Ian; Cook, Simon; Schultz, Nick L.","Soil reconstruction after mining fails to restore soil function in an Australian arid woodland","Restoration Ecology","","1061-2971, 1526-100X","10.1111/rec.13166","https://onlinelibrary.wiley.com/doi/10.1111/rec.13166","The biogeochemical properties of soils drive ecosystem function and vegetation dynamics, and hence soil restoration after mining should aim to reinstate the soil properties and hydrological dynamics of remnant ecosystems. The aim of this study is to assess soil structure in two vegetation types in an arid ecosystem, and to understand how these soil properties compare to a reconstructed soil profile after mining. In an arid ecosystem in southeast Australia, soil samples were collected at five depths (to 105 cm) from remnant woodland and shrubland sites, and sites either disturbed or totally reconstructed after mining. We assessed soil physico‐chemical properties and microbial activity. Soils in the remnant arid ecosystem had coarse‐textured topsoils that overlay clay horizons, which allows water to infiltrate and avoid evaporation, but also slows drainage to deeper horizons. Conversely, reconstructed soils had high sand content at subsoil horizons and high bulk density and compaction at surface layers (0–20 cm). Reconstructed soils had topsoils with higher pH and electrical conductivity. The reconstructed soils did not show increased microbial activity with time since restoration. Overall, the reconstructed soil horizons were not organized in a way that allowed rainfall infiltration and water storage, as is imperative to arid‐zone ecosystem function. Future restoration efforts in arid ecosystems should focus on increasing sand content of soils near the surface, to reduce evaporative water loss and improve soil quality and plant health.","2020-06","2024-10-05 12:22:49","2024-10-05 12:22:49","2024-10-05 12:22:22","","","S1","28","","Restoration Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\GBNGTY4N\Duncan et al. - 2020 - Soil reconstruction after mining fails to restore .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMP92PQ9","journalArticle","2023","Yi, Xiaobo; Luo, Ji; Wang, Pengyan; Guo, Xiao; Deng, Yuanjie; Du, Tao; Wang, Haijun; Jiao, Cuicui; Yuan, Guofu; Shao, Mingan","Spatial and temporal variations in soil moisture for a tamarisk stand under groundwater control in a hyper-arid region","Water","","","","https://www.mdpi.com/2073-4441/15/19/3403","","2023","2024-10-05 12:22:49","2024-10-05 12:22:49","2024-10-05 12:22:22","3403","","19","15","","","","","","","","","","","","","","","Google Scholar","","Publisher: MDPI","","C:\Users\rache\Zotero\storage\U4KRN7DY\Yi et al. - 2023 - Spatial and temporal variations in soil moisture f.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V8A5MQUP","journalArticle","2024","Feldman, Andrew F.; Feng, Xue; Felton, Andrew J.; Konings, Alexandra G.; Knapp, Alan K.; Biederman, Joel A.; Poulter, Benjamin","Plant responses to changing rainfall frequency and intensity","Nature Reviews Earth & Environment","","","","https://www.nature.com/articles/s43017-024-00534-0","","2024","2024-10-05 12:22:49","2024-10-05 12:22:49","2024-10-05 12:22:25","1–19","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Nature Publishing Group UK London","","C:\Users\rache\Zotero\storage\DS297BVH\Feldman et al. - 2024 - Plant responses to changing rainfall frequency and.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5HGTRGXX","journalArticle","2014","Thomey, Michell L.; Collins, Scott L.; Friggens, Michael T.; Brown, Renee F.; Pockman, William T.","Effects of monsoon precipitation variability on the physiological response of two dominant C4 grasses across a semiarid ecotone","Oecologia","","0029-8549, 1432-1939","10.1007/s00442-014-3052-1","http://link.springer.com/10.1007/s00442-014-3052-1","","2014-11","2024-10-05 12:22:49","2024-10-05 12:22:49","2024-10-05 12:22:25","751-762","","3","176","","Oecologia","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\37XT3H4H\Thomey et al. - 2014 - Effects of monsoon precipitation variability on th.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y7VW5KVM","journalArticle","2010","Rao, Leela E.; Allen, Edith B.; Meixner, Thomas","Risk‐based determination of critical nitrogen deposition loads for fire spread in southern California deserts","Ecological Applications","","1051-0761, 1939-5582","10.1890/09-0398.1","https://esajournals.onlinelibrary.wiley.com/doi/10.1890/09-0398.1","Fire risk in deserts is increased by high production of annual forbs and invasive grasses that create a continuous fine fuel bed in the interspaces between shrubs. Interspace production is influenced by water, nitrogen (N) availability, and soil texture, and in some areas N availability is increasing due to anthropogenic N deposition. The DayCent model was used to investigate how production of herbaceous annuals changes along gradients of precipitation, N availability, and soil texture, and to develop risk‐based critical N loads. DayCent was parameterized for two vegetation types within Joshua Tree National Park, California, USA: creosote bush (CB) and piñon–juniper (PJ). The model was successfully calibrated in both vegetation types, but validation showed that the model is sensitive to soil clay content. Despite this fact, DayCent (the daily version of the biogeochemical model CENTURY) performed well in predicting the relative response of production to N fertilization and was used to determine estimates of fire risk for these ecosystems. Fire risk, the probability that annual biomass exceeds the fire threshold of 1000 kg/ha, was determined for each vegetation type and began to increase when N deposition increased 0.05 g/m               2               above background levels (0.1 g/m               2               ). Critical loads were calculated as the amount of N deposition at the point when fire risk began to increase exponentially. Mean critical loads for all soil types and precipitation <21 cm/yr, representing the majority of our study region, were 0.32 ± 0.07 and 0.39 ± 0.09 g N/m               2               for CB and PJ, respectively. Critical loads decreased with increasing soil clay content and increasing precipitation, such that the wettest areas with clay contents of 6–14% may have critical loads as low as 0.15 g N/m               2               . Mean fire risks approached their maximum at 0.93 ± 0.21 and 0.87 ± 0.17 g N/m               2               in CB and PJ, indicating that precipitation is the driver of fire above these N deposition levels, which are currently observed in some areas of the Sonoran and Mojave Deserts. Overall, this analysis demonstrates the importance of considering both N deposition and precipitation when evaluating fire risk across arid landscapes.","2010-07","2024-10-05 12:22:49","2024-10-05 12:22:49","2024-10-05 12:22:28","1320-1335","","5","20","","Ecological Applications","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ETFBE8F","journalArticle","2003","Martínez, Armando J.; López‐Portillo, Jorge","Allometry of <i>Prosopis glandulosa</i> var. <i>torreyana</i> along a topographic gradient in the Chihuahuan desert","Journal of Vegetation Science","","1100-9233, 1654-1103","10.1111/j.1654-1103.2003.tb02133.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1654-1103.2003.tb02133.x","Abstract.               The allometric relationships of trees in temperate and tropical forests are relatively well known, but not those of woody shrubs or transitional (shrub/tree) life forms. We explored the transition of               Prosopis glandulosa               var.               torreyana               from tree to shrub along a semi‐arid topographic sequence comprising of six landforms (hillslope, footslope, upper and lower bajada, playa and dune) with varying soil texture and water availability. In each landform, we measured               P. glandulosa               shoot pre‐dawn water potentials (Ψ) in one ‘dry’ and one ‘wet’ year. We also measured plant height, widest basal stem diameter, crown area and number of basal branches. Total basal stem area was calculated. We used simple (Model II linear regression) and expanded (incorporating an asymptote to height or crown area) allometry models to compare height with widest basal stem diameter and crown area with total basal stem area. There were significant correlations between maximum plant size and inter‐year Ψ means suggesting that soil water availability decreased down the topographical sequence. The height asymptote was statistically significant in all landforms and lower toward finer‐textured soils. On the other hand, crown area was a linear function of total basal stem area and was also site specific. Our results suggest that more basal branches are produced as plant height decreases in more stressful environments, effectively increasing crown area with a minimum investment in supporting tissues. The polymorphic characteristics of               Prosopis               may partly explain their occurrence in many arid and semi‐arid environments.","2003-02","2024-10-05 12:22:49","2024-10-05 12:22:49","2024-10-05 12:22:31","111-120","","1","14","","J Vegetation Science","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IX3ES4GB","bookSection","1991","Gosz, James R.","Fundamental Ecological Characteristics of Landscape Boundaries","Ecotones","978-1-4615-9688-2 978-1-4615-9686-8","","","http://link.springer.com/10.1007/978-1-4615-9686-8_2","","1991","2024-10-05 12:22:49","2024-10-05 12:22:49","2024-10-05 12:22:34","8-30","","","","","","","","","","","Springer US","Boston, MA","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-1-4615-9686-8_2","","C:\Users\rache\Zotero\storage\84EH4FSQ\Gosz - 1991 - Fundamental Ecological Characteristics of Landscap.pdf","","","","Holland, Marjorie M.; Risser, Paul G.; Naiman, Robert J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84XVJXKX","journalArticle","2016","Coble, Ashley A.; Hart, Stephen C.","No evidence of resource limitation to aboveground growth of blue grama (Bouteloua gracilis) on 1 ky-old semi-arid substrate","Biogeochemistry","","0168-2563, 1573-515X","10.1007/s10533-016-0268-7","http://link.springer.com/10.1007/s10533-016-0268-7","","2016-12","2024-10-05 12:22:49","2024-10-05 12:22:49","2024-10-05 12:22:37","243-251","","1-2","131","","Biogeochemistry","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\EJS36R68\Coble and Hart - 2016 - No evidence of resource limitation to aboveground .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"994TPWJF","journalArticle","2007","Ignace, Danielle D.; Huxman, Travis E.; Weltzin, Jake F.; Williams, David G.","Leaf gas exchange and water status responses of a native and non-native grass to precipitation across contrasting soil surfaces in the Sonoran Desert","Oecologia","","0029-8549, 1432-1939","10.1007/s00442-007-0670-x","https://link.springer.com/10.1007/s00442-007-0670-x","","2007-06","2024-10-05 12:22:49","2024-10-05 12:22:49","2024-10-05 12:22:40","401-413","","3","152","","Oecologia","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\Y3J89R7X\Ignace et al. - 2007 - Leaf gas exchange and water status responses of a .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S9IAZ3ET","journalArticle","2021","Lazarus, Brynne E.; Germino, Matthew J.","Post-fire management targeting invasive annual grasses may have inadvertently released the exotic perennial forb Chondrilla juncea and suppressed its biocontrol agent","Biological Invasions","","1387-3547, 1573-1464","10.1007/s10530-021-02481-z","https://link.springer.com/10.1007/s10530-021-02481-z","","2021-06","2024-10-05 12:22:49","2024-10-05 12:22:49","2024-10-05 12:22:46","1915-1932","","6","23","","Biol Invasions","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\86IH34EN\Lazarus and Germino - 2021 - Post-fire management targeting invasive annual gra.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P3BPGD6R","journalArticle","2016","Tietjen, Britta","Same rainfall amount different vegetation—how environmental conditions and their interactions influence savanna dynamics","Ecological Modelling","","","","https://www.sciencedirect.com/science/article/pii/S0304380015002628","","2016","2024-10-05 12:22:49","2024-10-05 12:22:49","2024-10-05 12:22:49","13–22","","","326","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\rache\Zotero\storage\9D949RDS\S0304380015002628.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WG2IJIQ9","bookSection","1992","Gosz, James R.","Ecological Functions in a Biome Transition Zone: Translating Local Responses to Broad-Scale Dynamics","Landscape Boundaries","978-1-4612-7677-7 978-1-4612-2804-2","","","http://link.springer.com/10.1007/978-1-4612-2804-2_3","","1992","2024-10-05 12:42:59","2024-10-05 12:42:59","2024-10-05 12:41:59","55-75","","","92","","","Ecological Functions in a Biome Transition Zone","","","","","Springer New York","New York, NY","","","","","","DOI.org (Crossref)","","Series Title: Ecological Studies DOI: 10.1007/978-1-4612-2804-2_3","","C:\Users\rache\Zotero\storage\EFUXSY4E\Gosz - 1992 - Ecological Functions in a Biome Transition Zone T.pdf","","","","Hansen, Andrew J.; Di Castri, Francesco","Billings, W. D.; Golley, F.; Lange, O. L.; Olson, J. S.; Remmert, H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDJS6FIA","journalArticle","2004","Kröel‐Dulay, György; Ódor, Péter; Peters, Debra P. C.; Hochstrasser, Tamara","Distribution of plant species at a biome transition zone in New Mexico","Journal of Vegetation Science","","1100-9233, 1654-1103","10.1111/j.1654-1103.2004.tb02292.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1654-1103.2004.tb02292.x","Abstract:                            Question:               Is there a difference in plant species and life form composition between two major patch types at a biome transition zone? Are subordinate species associated with different patch types at the shortgrass steppe — Chihuahuan desert grassland transition zone? Is this association related to differences in soil texture between patch types and the geographic range of associated species?                                         Location:               central New Mexico, USA.                                         Methods:               Patches dominated by either               Bouteloua gracilis               , the dominant species in the shortgrass steppe, or               Bouteloua eriopoda               , dominant species in the Chihuahuan desert grasslands, were sampled for the occurrence of subordinate species and soil texture within a 1500‐ha transitional mosaic of patches.                                         Results:               Of the 52 subordinate species analysed, 16 species were associated with               B. gracilis               ‐dominated patches and 12 species with               B. eriopoda               ‐dominated patches. Patches dominated by               B. gracilis               were richer in annual grasses and forbs, whereas patches dominated by               B. eriopoda               contained more perennials forbs and shrubs. Soils of               B. gracilis               ‐dominated patches had higher clay and lower rock contents compared with soils of               B. eriopoda               ‐dominated patches. Differences in species characteristics of the dominant species as well as differences in soil texture between patch types contribute to patch‐scale variation in composition. The association of species to patch types was not related to their geographic range and occurrence in the adjacent biomes.                                         Conclusions:               Patch types at this biome transition zone have characteristic life‐form and species composition, but species are associated to patch types due to local constraints, independently from their affinity to the adjacent biomes.","2004-08","2024-10-05 12:42:59","2024-10-05 12:42:59","2024-10-05 12:42:02","531-538","","4","15","","J Vegetation Science","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RYFJAB3","journalArticle","1990","Coughenour, Michael B.; Coppock, David L.; Ellis, James E.","Herbaceous forage variability in an arid pastoral region of Kenya: importance of topographic and rainfall gradients","Journal of Arid Environments","","","","https://www.sciencedirect.com/science/article/pii/S0140196318308139","","1990","2024-10-05 12:42:59","2024-10-05 12:42:59","2024-10-05 12:42:02","147–159","","2","19","","","Herbaceous forage variability in an arid pastoral region of Kenya","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\rache\Zotero\storage\4QQJ4LNZ\S0140196318308139.html; C:\Users\rache\Zotero\storage\Q6654J5Z\Coughenour et al. - 1990 - Herbaceous forage variability in an arid pastoral .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RTM8AXZ","journalArticle","1992","Gosz, James R.","Gradient Analysis of Ecological Change in Time and Space: Implications for Forest Management","Ecological Applications","","1051-0761, 1939-5582","10.2307/1941859","https://esajournals.onlinelibrary.wiley.com/doi/10.2307/1941859","Gradient analysis is a powerful technique to analyze for, and detect change in, the dynamics, structure, and function of ecosystems. Boundaries between zones or communities occur at distinctive locations along environmental gradients and are expected to be especially sensitive to environmental change. Gradient analysis can be performed at a range of scales, and allows integration and extrapolation of change across scales from those associated with communities to those of biomes. This review outlines the properties of gradients in space and time and uses an example of forests in the Rocky Mountain Physiographic Province to demonstrate constraints, the complex mosaics associated with distributional limits, transfers across boundaries, the role of disturbance, and threshold dynamics. A climate—change scenario is developed to hypothesize future changes in boundary movements, community mosaics, and ecosystem properties along elevational and latitudinal gradients in the Rocky Mountain Province. Mechanistic explanations of ecological phenomena that are necessary for management require information on: (1) the physical environmental constraints operating on the ecosystem; (2) the biota that operate within those constraints; and (3) the interactions among the biota and between the biota and environment. The relative importance of these three elements differs between environments and along environmental gradients. Biota and their interactions may account for much of the variance in system structure and function in mesic environments, while abiotic factors may limit biotic activity in less—favorable (arid) habitats. Plot studies that are analyzed as points along broader scale environmental gradients can provide quantitative information on the major driving variables, and broad—scale analyses of environmental factors along the gradient generate the information for extrapolating between sites and across scales. Modeling that includes such spatial gradients provides the foundation for local to regional management programs.","1992-08","2024-10-05 12:42:59","2024-10-05 12:42:59","2024-10-05 12:42:08","248-261","","3","2","","Ecological Applications","Gradient Analysis of Ecological Change in Time and Space","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\I8GSZGLY\Gosz - 1992 - Gradient Analysis of Ecological Change in Time and.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XV92Q4D","journalArticle","2020","Ye, Zu-Xin; Cheng, Wei-Ming; Zhao, Zhi-Qi; Guo, Jian-Yang; Yang, Ze-Xian; Wang, Rui-Bo; Wang, Nan","Spatio-Temporal characteristics of drought events and their effects on vegetation: A case study in southern Tibet, China","Remote Sensing","","","","https://www.mdpi.com/2072-4292/12/24/4174","","2020","2024-10-05 12:42:59","2024-10-05 12:42:59","2024-10-05 12:42:11","4174","","24","12","","","Spatio-Temporal characteristics of drought events and their effects on vegetation","","","","","","","","","","","","Google Scholar","","Publisher: MDPI","","C:\Users\rache\Zotero\storage\BEBGJDRP\Ye et al. - 2020 - Spatio-Temporal characteristics of drought events .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHK6MXSF","journalArticle","2013","López Martínez, Pilar; Martín Rueda, José; García, Luis V.","Soil characteristics determine microhabitat selection of the fossorial amphisbaenian Trogonophis wiegmanni","","","","","https://digital.csic.es/handle/10261/73670","","2013","2024-10-05 12:42:59","2024-10-05 12:42:59","2024-10-05 12:42:17","","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Wiley-Blackwell","","C:\Users\rache\Zotero\storage\7CMD4UR9\López Martínez et al. - 2013 - Soil characteristics determine microhabitat select.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S8SZND3U","thesis","2022","Smith, Tanner Corless","Biophysical Factors Control Invasive Grass Hot Spots in the Mojave Desert","","","","","https://search.proquest.com/openview/3866de2e9c314a8c3fa714c9b4798901/1?pq-origsite=gscholar&cbl=18750&diss=y","","2022","2024-10-05 12:42:59","2024-10-05 12:42:59","2024-10-05 12:42:20","","","","","","","","","","","","Brigham Young University","","","","Master's Thesis","","","Google Scholar","","","","C:\Users\rache\Zotero\storage\RJW6538Q\intermediateredirectforezproxy.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5DIHHBX","journalArticle","1986","Hacker, R. B.","Effect of grazing on chemical and physical properties of an earthy sand in the Western Australian mulga zone","The Rangeland Journal","","","","https://www.publish.csiro.au/rj/RJ9860011","","1986","2024-10-05 12:42:59","2024-10-05 12:42:59","2024-10-05 12:42:23","11–17","","1","8","","","","","","","","","","","","","","","Google Scholar","","Publisher: CSIRO Publishing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CHXE9GW","journalArticle","2020","Guo, Jessica S.; Hultine, Kevin R.; Koch, George W.; Kropp, Heather; Ogle, Kiona","Temporal shifts in iso/anisohydry revealed from daily observations of plant water potential in a dominant desert shrub","New Phytologist","","0028-646X, 1469-8137","10.1111/nph.16196","https://nph.onlinelibrary.wiley.com/doi/10.1111/nph.16196","Summary                                                                                     Plant species are characterized along a spectrum of isohydry to anisohydry depending on their regulation of water potential (Ψ), but the plasticity of hydraulic strategies is largely unknown. The role of environmental drivers was evaluated in the hydraulic behavior of                     Larrea tridentata                     , a drought‐tolerant desert shrub that withstands a wide range of environmental conditions.                                                                                             With a 1.5 yr time‐series of 2324                     in situ                     measurements of daily predawn and midday Ψ, the temporal variability of hydraulic behavior was explored in relation to soil water supply, atmospheric demand and temperature.                                                                                             Hydraulic behavior in                     Larrea                     was highly dynamic, ranging from partial isohydry to extreme anisohydry.                     Larrea                     exhibited extreme anisohydry under wet soil conditions corresponding to periods of high productivity, whereas partial isohydry was exhibited after prolonged dry or cold conditions, when productivity was low.                                                                        Environmental conditions can strongly influence plant hydraulic behavior at relatively fast timescales, which enhances our understanding of plant drought responses. Although species may exhibit a dominant hydraulic behavior, variable environmental conditions can prompt plasticity in Ψ regulation, particularly for species in seasonally dry climates.","2020-01","2024-10-05 12:42:59","2024-10-05 12:42:59","2024-10-05 12:42:23","713-726","","2","225","","New Phytologist","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66JTVCDM","journalArticle","2012","Bowker, M. A.; Muñoz, A.; Martinez, T.; Lau, M. K.","Rare drought-induced mortality of juniper is enhanced by edaphic stressors and influenced by stand density","Journal of arid environments","","","","https://www.sciencedirect.com/science/article/pii/S0140196311002527","","2012","2024-10-05 12:42:59","2024-10-05 12:42:59","2024-10-05 12:42:26","9–16","","","76","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\rache\Zotero\storage\S5W4TFGA\S0140196311002527.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSKIMPWP","journalArticle","2010","Enzmann, B. L.; Nonacs, P.","Digging beneath the surface: incipient nest characteristics across three species of harvester ant that differ in colony founding strategy","Insectes Sociaux","","0020-1812, 1420-9098","10.1007/s00040-009-0056-7","http://link.springer.com/10.1007/s00040-009-0056-7","","2010-02","2024-10-05 12:42:59","2024-10-05 12:42:59","2024-10-05 12:42:26","115-123","","1","57","","Insect. Soc.","Digging beneath the surface","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\rache\Zotero\storage\PTE5TDDN\Enzmann and Nonacs - 2010 - Digging beneath the surface incipient nest charac.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
